"tyear","tmonth","id_sepomex","cap_rate","delta_cap_rate","median_cap_rate","delta_median_cap_rate"
2021,11,11065,0.03814719476420106,,0.03814719476420106,
2022,5,11065,0.03799128748939607,-0.004086991868437417,0.03760408027231563,-0.014237337640226833
2022,6,11065,0.03216195212696294,-0.15343874208159392,0.03216775423728813,-0.14456745107604074
2023,1,11065,0.0676479337312045,1.103352851971069,0.06944840525328329,1.158944784923166
2023,3,11065,0.036788149851628836,-0.45618220952905064,0.03666387896297422,-0.47207025374796674
2023,4,11065,0.04636746700390806,0.26039138121688077,0.04243137254901961,0.15730723941866098
2023,5,11065,0.03956959939184622,-0.1466085609440102,0.037833867665816326,-0.10835154761708288
2023,6,11065,0.03898166889545,-0.014858136181114978,0.044414247362160125,0.17392828442674158
2023,7,11065,0.04074377632425822,0.045203488684238735,0.04196464830059192,-0.055153452035195505
2023,8,11065,0.742679273522939,17.228042182745813,0.04620508474576271,0.10104782517886557
2023,9,11065,0.05290124207136548,-0.9287697341809129,0.056272088362200996,0.21787653181096034
2023,10,11065,1.488462919347192,27.136634624555843,0.04233741756767779,-0.24763024085460072
2022,5,11066,0.046265771389451836,,0.05492811875816832,
2023,1,11066,0.043854134512580446,-0.052125725011065493,0.0451053213962378,-0.17883003430678712
2023,4,11066,0.0544147667090752,0.2408126922095617,0.05754781377902196,0.27585420073787525
2023,5,11066,0.06540283472246503,0.2019317306299735,0.05555047991232624,-0.03470738044654986
2023,6,11066,0.05005032294016137,-0.2347377120189298,0.052459574468085114,-0.05564138148076159
2023,8,11066,0.046356397386925166,-0.07380423014757653,0.047908313227644536,-0.08675749444382996
2023,10,11066,0.036699144129396365,-0.208326224683125,0.04038039128880111,-0.15713185106462046
2022,6,11067,0.055463654963428775,,0.05251172136637643,
2023,1,11067,0.04432544047479109,-0.2008200594782641,0.043362761264299915,-0.17422700806632963
2023,3,11067,0.05779727145094611,0.3039299966757638,0.057579828445756494,0.32786351161546845
2023,4,11067,0.04402371081131064,-0.23830814662808808,0.042696755666199473,-0.2584771990694229
2023,5,11067,0.06001666097190729,0.36328037473133046,0.05826050769870995,0.364518375920337
2023,6,11067,0.03975595522954356,-0.3375846875561338,0.03953531949798207,-0.32140448033106483
2023,7,11067,0.04810643111780717,0.21004339702189267,0.046721885596753575,0.18177584473898878
2023,8,11067,0.06746649623336105,0.40244234846986027,0.07029951855481233,0.5046378727423839
2023,9,11067,0.05906946031618669,-0.12446230923464152,0.05657196295442629,-0.19527239848282463
2023,10,11067,0.054105156779927645,-0.08404179604293238,0.048805714285714286,-0.13728087665913957
2023,7,11068,0.05797182605838468,,0.05797182605838468,
2023,9,11068,0.04073550212164073,-0.2973224255414152,0.04073550212164073,-0.2973224255414152
2023,10,11068,0.0590518885034273,0.44964184624732995,0.06969471332836932,0.7109084139985109
2022,11,11069,0.03125998053906674,,0.030673125071583016,
2023,2,11069,0.03953868350102476,0.2648339128558259,0.042501451631633956,0.38562508816583674
2023,3,11069,0.04215289397004552,0.06611779243871396,0.044219771819519554,0.04042968232658306
2023,4,11069,0.03872844759317839,-0.08123870164882618,0.040067367442940933,-0.09390379474427002
2023,5,11069,0.04195046517034618,0.08319511308620897,0.03812260536398468,-0.04853730611889462
2023,6,11069,0.041829560174166426,-0.002882089523651321,0.048146820560613666,0.2629467503839362
2023,7,11069,0.047087002496994476,0.12568724846585888,0.04883360783870546,0.014264436780974332
2023,8,11069,0.04915538914815244,0.04392691276727567,0.053738403611305566,0.10043893928133185
2023,9,11069,0.047983576440155995,-0.023838946823605656,0.05183501056031804,-0.03541960540463629
2023,10,11069,0.03490419865004748,-0.2725803026879585,0.036982555637137,-0.2865332670454058
2023,4,11070,0.0390905627044648,,0.03932358046119515,
2023,5,11070,0.05156985975631882,0.3192406603660549,0.05166180758017493,0.3137615388597499
2023,6,11070,0.04582160446626902,-0.11146540473857847,0.03605158151525113,-0.30216182507160627
2023,7,11070,0.05860846452066817,0.2790574490644917,0.04424138789498839,0.22716912921760923
2023,8,11070,0.06248242360373368,0.06609896906101964,0.062371849641788546,0.4098077074307598
2023,9,11070,0.029147867814876834,-0.5335029255629725,0.031549450549450554,-0.49417163783591367
2023,10,11070,0.05185946914994273,0.7791856845005343,0.05185946914994273,0.6437518957313786
2023,3,11072,0.042426071842026784,,0.0434617071730166,
2023,4,11072,0.04593291066707155,0.08265763651422775,0.043471076634690894,0.0002155796972492
2023,5,11072,0.049733660095489664,0.08274566913397896,0.05199387676999618,0.19605679902815876
2023,6,11072,0.0443638775716695,-0.10797078906941637,0.05081269796086279,-0.02271765220274946
2023,7,11072,0.04000516278148238,-0.09824918444393516,0.0393416625020823,-0.2257513558444736
2023,9,11072,0.060431741285501245,0.5105985598807246,0.07243223981238524,0.8411077520821979
2023,10,11072,0.03431973954243838,-0.4320908381524271,0.0336,-0.5361181693810508
2023,3,11074,0.029773378483980206,,0.029773378483980206,
2023,6,11074,0.031597694249674076,0.06127338779089042,0.0300899990539842,0.010634351428218114
2023,7,11074,0.03452151529615969,0.0925327342996165,0.035711000216966805,0.18680629244613867
2023,9,11074,0.033698619927207685,-0.023837174060651556,0.033698619927207685,-0.056351832139470814
2023,3,11075,0.0639189487011735,,0.06686916886896101,
2023,5,11075,0.05921173242258058,-0.07364351845959727,0.060262008733624445,-0.09880727167828518
2023,6,11075,0.053750121849639884,-0.0922386552374862,0.05215280073344741,-0.13456584290148843
2023,7,11075,0.055129872717345506,0.025669725392722276,0.055129872717345506,0.05708364540408639
2023,8,11075,0.06019259259259259,0.09183260591229692,0.06019259259259259,0.09183260591229692
2023,9,11075,0.043904855469031466,-0.2705937129806487,0.043904855469031466,-0.2705937129806487
2023,10,11075,0.055078269008724645,0.2544915230975857,0.056061981184283335,0.27689706720084684
2021,11,11076,0.031468636797321516,,0.028241379310344827,
2022,5,11076,0.03591501831501832,0.14129565085181128,0.03591501831501832,0.2717161552326388
2022,6,11076,0.04477381536236237,0.24665996184776096,0.046598290598290605,0.29745974760661453
2023,1,11076,0.05469849040620854,0.22166248204500838,0.05469849040620854,0.17383040673631656
2023,3,11076,0.12932145002631007,1.3642599469551624,0.12416949152542373,1.2700716345789664
2023,4,11076,0.04496928804832217,-0.6522673691087342,0.04334122807017544,-0.6509510706879128
2023,5,11076,0.052729786532371814,0.1725733010429369,0.04685800604229607,0.08114163185285106
2023,6,11076,0.03773838603535036,-0.284306110130333,0.04133154479208208,-0.11794059792526312
2023,7,11076,0.05605398663133816,0.4853307870355448,0.05373322809786898,0.30005370881183957
2023,8,11076,0.03381890568747285,-0.39667260582379915,0.02993807623503509,-0.44283868111355085
2023,9,11076,0.05395192529347313,0.5953184822730062,0.05779491154170177,0.9304818081152177
2023,10,11076,0.05663220849084163,0.04967910195584335,0.04787094286670116,-0.17171007637653346
2023,3,11077,0.03847657756581879,,0.043848421052631585,
2023,5,11077,0.05355006173625902,0.3917574047394219,0.06900409756097561,0.5736962906406478
2023,6,11077,0.04315140782316984,-0.19418565685888278,0.04258746029316638,-0.3828270813116006
2023,7,11077,0.032400886033858,-0.24913490269810912,0.034010186757215614,-0.2014037342660483
2023,10,11077,0.025655598405999187,-0.2081821966476527,0.02509721239243106,-0.26206778658437013
2023,2,11078,0.048115371055833044,,0.05153858301629459,
2023,4,11078,0.05957532533125405,0.23817657484388688,0.05606734006734007,0.08787119835276913
2023,6,11078,0.04883553976866802,-0.18027237791602602,0.0483222687272819,-0.13813873336519789
2023,7,11078,0.05131354191062554,0.050741778501798285,0.049616783216783214,0.026789191062348783
2023,8,11078,0.048104810888791316,-0.06253185616036738,0.048104810888791316,-0.030473001874907202
2023,9,11078,0.05440014879625139,0.13086711684645502,0.05839519264757865,0.21391585516418798
2022,6,11079,0.037682590988428466,,0.037682590988428466,
2023,3,11079,0.04494217578338715,0.1926508927474746,0.04494217578338715,0.1926508927474746
2023,4,11079,0.05286635944700462,0.17631953783925702,0.05286635944700462,0.17631953783925702
2023,6,11079,0.03320135746606335,-0.3719757173870516,0.03297058823529411,-0.37634086061202754
2023,7,11079,0.04256609387755102,0.2820588411500886,0.04256609387755102,0.2910322853137688
2023,8,11079,0.04422743118553167,0.0390295927260742,0.043122,0.01305983405590716
2023,8,11080,3.969150450542906,,4.14643160181474,
2023,9,11080,0.07262368815592204,-0.9817029641327936,0.07262368815592204,-0.9824852559670495
